,id,date,text,place,screen_name
0,1668989837536264193,2023-06-14 14:32:40,RT @awan_mer4h: Kunjungan Ibu-ibu Arisan Duren Sawit ke DPP Sahabat Ganjar merupakan sebuah bentuk dukungan yang kuat untuk Ganjar Pranowo.…,"Gambir, Indonesia",Mar33Cj
1,1668989730032156675,2023-06-14 14:32:14,"RT @Joker_Wedoks: Apa berani Anies Baswedan setegas ini utk melawan radikalisme?
Tetap aja pak Ganjar Pranowo 🤟🤟🤟 https://t.co/9IqwNuYxpq","Jawa Tengah, Indonesia",WongKEDU_
2,1668989671127252992,2023-06-14 14:32:00,RT @HmfaqihA: Apapun yg anda katakan ttg Ganjar Pranowo @ganjarpranowo beliau adalah yang terbaik dari beberapa Capres yang ada saat ini [P…,Jakarta,posterdhutapea
3,1668989651493814276,2023-06-14 14:31:55,"RT @baharirwan2: Lambat-laun dukungan ke Anies Baswedan makin meningkat krn rakyat ingin Indonesia berubah kearah yg lebih baik !

Dukungan…",,sulhiam23
4,1668989530391576576,2023-06-14 14:31:27,"RT @geloraco: Dukungan ke Ganjar Pranowo Mulai Berguguran
https://t.co/24MSrijE0w","Banten, Indonesia",AdeSudiarta
5,1668989524796375047,2023-06-14 14:31:25,Kunjungan Ibu-ibu Arisan Duren Sawit ke DPP Sahabat Ganjar merupakan sebuah bentuk dukungan yang kuat untuk Ganjar… https://t.co/NgqPMAA0bf,"Kebayoran Lama, Indonesia",awan_mer4h
6,1668989471080034304,2023-06-14 14:31:12,"FT. Indonesia 0-0 Palestina. 
Bapak Ganjar pranowo pasti bangga.... Pada Palestina

#TimnasDay","Klaten, Indonesia",yoedidharma
7,1668989431502471168,2023-06-14 14:31:03,"RT @geloraco: Dukungan ke Ganjar Pranowo Mulai Berguguran
https://t.co/24MSrijE0w",,JSuhendarTea1
8,1668989378935267331,2023-06-14 14:30:50,RT @elsaday__: Pak Ganjar Pranowo begitu tersentuh dan ingin bergerak saat melihat salah satu warganya sakit dan tidak bisa membayar rumah…,,truebreds
9,1668989312430403589,2023-06-14 14:30:35,"RT @baharirwan2: Lambat-laun dukungan ke Anies Baswedan makin meningkat krn rakyat ingin Indonesia berubah kearah yg lebih baik !

Dukungan…",,rizayana
