,id,date,text,place,screen_name
0,1680216114922496000,2023-07-15 14:01:53,Gubernur Jawa Tengah Ganjar Pranowo hadir di acara Youth On Top National Conference 2023. Ganjar Pranowo mengapresi… https://t.co/ZpR5FEnf1l,"ÜT: 62.478419,21.330711",kompasmuda
1,1680216105372229633,2023-07-15 14:01:51,Ganjar Pranowo balas sambutan hangat peserta kemah bakti dengan senyuman khas. Guru BK Prily Malming #PDIPerjuangan https://t.co/WVxrrZS1bW,,MarisaC73767240
2,1680216099474817024,2023-07-15 14:01:49,"Ribuan Milenial Sambut Hangat Ganjar Pranowo di YOTNC 2023 #GaleriFoto #AdadiKompas 

https://t.co/pYG14Em5Gs","ÜT: 62.478419,21.330711",kompasmuda
3,1680215965857107972,2023-07-15 14:01:17,"RT @aan_muba: Sukses kelola desa wisata di Jawa Tengah, @ganjarpranowo menjadi percontohan banyak kepala daerah, salah satunya Wali Kota Pa…",,RustandiSakti
4,1680215946626236417,2023-07-15 14:01:13,Ganjar Pranowo penuh semangat ikuti acara YOTNC 2023. Guru BK Prily Malming #PDIPerjuangan https://t.co/q8EJZFiLEn,,LizWill10633893
5,1680215929152753664,2023-07-15 14:01:09,Ganjar Pranowo bertekad cetak generasi muda unggulan. Guru BK Prily Malming #PDIPerjuangan https://t.co/KnaUeqmQv4,,LizWill10633893
6,1680215905345888258,2023-07-15 14:01:03,Ganjar Pranowo apresiasi antusias semangat GP Ansor. Guru BK Prily Malming #PDIPerjuangan https://t.co/Zkt9Nj1Xna,,LizWill10633893
7,1680215877139181568,2023-07-15 14:00:56,Ganjar Pranowo balas sambutan hangat peserta kemah bakti dengan senyuman khas. Guru BK Prily Malming #PDIPerjuangan https://t.co/GeaPWoyfwQ,,TamikaJ46463923
8,1680215868477968385,2023-07-15 14:00:54,"RT @dewaaputraaa: Ganjar Pranowo: Pembangunan IKN merupakan sebuah tantangan membangun peradaban baru (Jatim)

#MenangTotal #2024MenangTota…",,dewaaputraaa
9,1680215857618882567,2023-07-15 14:00:52,"Ganjar Pranowo: Pembangunan IKN merupakan sebuah tantangan membangun peradaban baru (Jatim)

#MenangTotal… https://t.co/GJtqq8759H",,dewaaputraaa
10,1680215838874554369,2023-07-15 14:00:47,RT @antikorupsi: Nama ICW telah dicatut sembarangan oleh pihak yang tidak bertanggungjawab. Kami dinarasikan dan diberitakan seolah-olah me…,"Kota Medan, Sumatera Utara",kartiko_yudo
11,1680215777050513408,2023-07-15 14:00:32,"RT @Ghurem2: Bp Ganjar Pranowo menghadiri Undangan Nara sumber 
YOUNG ON TOP 2023 di Mall
Kota Kasablanka 
Sambutan nya begitu riuh menyebu…","Jawa Tengah, Indonesia",merbabumerapi1
12,1680215768334733313,2023-07-15 14:00:30,"@NoerDani78213 @efrimidori @narkosun Orang2 yg membenci anis baswedan akan mencaci maki &amp; menghujat anis habis2an,… https://t.co/SzyNaKkbgU","Belitung, Bangka Belitung",mahmudbantul
13,1680215749808521216,2023-07-15 14:00:26,"RT @seeksixsuck: ""Energi, ghirah, dan persatuan yang kita miliki hari ini merupakan hasil dari para pendahulu kita. Kita jangan jadi kacang…",Jakarta Raya,FirzaHusainID
14,1680215734771924992,2023-07-15 14:00:22,RT @antikorupsi: Nama ICW telah dicatut sembarangan oleh pihak yang tidak bertanggungjawab. Kami dinarasikan dan diberitakan seolah-olah me…,,IsmaiL171184
15,1680215732343418880,2023-07-15 14:00:22,Ganjar Pranowo penuh semangat ikuti acara YOTNC 2023. Guru BK Prily Malming #PDIPerjuangan https://t.co/GPTUTQbzGE,,TanyaSh24616391
16,1680215724617506818,2023-07-15 14:00:20,Ganjar Pranowo buka Pornas Korpri XVI bersama 6.000 atlet dari 38 provinsi di Stadion Jatidiri Semarang https://t.co/KmHRHo4hem,"Gorontalo, Indonesia",recky_sumilang
17,1680215708662386689,2023-07-15 14:00:16,Ganjar Pranowo bertekad cetak generasi muda unggulan. Guru BK Prily Malming #PDIPerjuangan https://t.co/Tnt40OvCcJ,,TanyaSh24616391
18,1680215690656239616,2023-07-15 14:00:12,Ganjar Pranowo apresiasi antusias semangat GP Ansor. Guru BK Prily Malming #PDIPerjuangan https://t.co/Z0VaxJOtEy,,TanyaSh24616391
