,Unnamed: 0,id,date,text,place,screen_name
0,0,1675119344215375872,2023-07-01 12:29:08,Jakarta — Prabowo Subianto menanggapi pertanyaan yang ditujukan padanya soal kandidat calon wakil presiden yang aka… https://t.co/Y3MjfBeQRr,,DKliktivisme
1,1,1675118841096175617,2023-07-01 12:27:08,"RT @MichelAdam9191: Hasil survei CNBC Indonesia 2 Mei 2023:
Prabowo Subianto: 17%.
Ganjar Pranowo: 16%.
Anies Baswedan: 67%. https://t.co/M…","Barcelona, Spain",satriayagami
2,2,1675118319417069568,2023-07-01 12:25:04,Prabowo Subianto: Saya akan maju sebagai capres - ANTARA Jogja #Prabowo #PrabowoUnggul https://t.co/zapNupPiQl,,Akubknultramen
3,3,1675117562080940032,2023-07-01 12:22:03,Jakarta — Prabowo Subianto menanggapi pertanyaan yang ditujukan padanya soal kandidat calon wakil presiden yang aka… https://t.co/DsN8Um2jWY,,indeks_politika
4,4,1675117467914625024,2023-07-01 12:21:41,Jakarta — Prabowo Subianto menanggapi pertanyaan yang ditujukan padanya soal kandidat calon wakil presiden yang aka… https://t.co/cnmo9dGvuU,,tangkulara
5,5,1675117364109799424,2023-07-01 12:21:16,RT @Nini_Cupid: Erick Thohir menjadi tokoh yang dinilai paling layak untuk menjadi Cawapres untuk Prabowo Subianto dalam kontestasi Pilpres…,,Bigwinsandiii
6,6,1675116803075477506,2023-07-01 12:19:02,Jakarta — Prabowo Subianto menanggapi pertanyaan yang ditujukan padanya soal kandidat calon wakil presiden yang aka… https://t.co/X8GFjK9pLy,,politikngaji2
7,7,1675116409867866112,2023-07-01 12:17:28,@yosephrosario_ @bengkeldodo @BANGSAygSUJUD @KhoirilAnwar_ @are_inismyname @azissubekti @papabowo2024 @Alie_Fahnoor… https://t.co/NvdaAhn5K6,"UPI Gerlong, Bandung",rxtesla
8,8,1675116371057999874,2023-07-01 12:17:19,Jakarta — Prabowo Subianto menanggapi pertanyaan yang ditujukan padanya soal kandidat calon wakil presiden yang aka… https://t.co/AiRSqWxm5w,,Syahriss0
9,9,1675115515457712128,2023-07-01 12:13:55,Jakarta — Prabowo Subianto menanggapi pertanyaan yang ditujukan padanya soal kandidat calon wakil presiden yang aka… https://t.co/nTmjzvdtkY,,autokrat_not
10,10,1675115360528506881,2023-07-01 12:13:18,"Prabowo Ditanya Soal Kandidat Cawapres dari Erick Thohir sampai Gibran: Saya Bisa Kerja dengan Semuanya

Jakarta —… https://t.co/vQhODoz3FU","Bone, Sulawesi Selatan",BwSahar
11,11,1675114990716731397,2023-07-01 12:11:50,Jakarta Rakyatinfo-. Com— Menteri Pertahanan RI dan Ketua Umum Partai Gerindra Prabowo Subianto menanggapi ejekan y… https://t.co/RRaeNijwEr,,rakyatinfo7
12,12,1675114679012818945,2023-07-01 12:10:36,Warga Kabupaten Karo Gelar Jalan Santai Bersama Purnawirawan ... - Mawarta News #PrabowoNeruskePakdhe… https://t.co/k6wVN5bOAE,,UnameOne
13,13,1675112921997930497,2023-07-01 12:03:37,"RT @Edelweis_jesi: JAWA BARAT, https://t.co/1uJvjMYDn3 – Ketua Umum Partai Gerindra sekaligus Menteri Pertahanan RI, Prabowo Subianto menya…",,arldaaptri
14,14,1675112287529758722,2023-07-01 12:01:06,"Berita Prabowo :  Jokowi hingga Prabowo Subianto Tiba di GBK, Hadiri Upacara Hari Bhayangkara ke-77 - detikNews… https://t.co/J6cKhTDy3D",Pulau Impian,Disuruh_Iben
15,15,1675110330937270275,2023-07-01 11:53:19,"RT @__AnakKolong: THE GAMERS 
| Scorpion General | 

1. Jenderal Wiranto • Menhankam/ Pangab

2. Letjen Prabowo Subianto Pangkostrad

3. Ma…",,ArsitaAkbar
16,16,1675109460610797568,2023-07-01 11:49:52,"RT @VIVAcoid: Ketua Umum Partai Gerindra, Prabowo Subianto buka suara soal munculnya isu pelanggaran Hak Asasi Manusia (HAM) 1998 setiap Pe…",,arldaaptri
17,17,1675109140816097280,2023-07-01 11:48:35,@Leonita_Lestari Not nit loe pikir Jokowi gak kayak gitu 2014..nih biar loe inget not nit.  https://t.co/7XsLmeoxMB… https://t.co/HdO54kBGnL,,saint_aquarius
18,18,1675107855073169409,2023-07-01 11:43:29,@genx36545403 @BANGSAygSUJUD @bengkeldodo @Dahnilanzar @Dennysiregar7 @__AnakKolong Yaaahhh lucu aja issue nya sela… https://t.co/75f5Qk18ah,,goentz1
19,19,1675106864667979778,2023-07-01 11:39:33,"Saat Prabowo remaja...
#PengorbananPrabowo 
Prabowo Subianto https://t.co/qBFVHtWHoj",,goentz1
20,20,1675105485874434048,2023-07-01 11:34:04,"RT @TLPS08: Untuk sementara elektabilitas tertinggi masih Prabowo Subianto
disusul Ganjar lalu Anies.
@Kemhan_RI @prabowo https://t.co/kMVZ…",,BANGSAygSUJUD
21,21,1675105348292874241,2023-07-01 11:33:31,RT @Nini_Cupid: Erick Thohir menjadi tokoh yang dinilai paling layak untuk menjadi Cawapres untuk Prabowo Subianto dalam kontestasi Pilpres…,,heryawan_g
22,22,1675104742958317568,2023-07-01 11:31:07,RT @Nini_Cupid: Erick Thohir menjadi tokoh yang dinilai paling layak untuk menjadi Cawapres untuk Prabowo Subianto dalam kontestasi Pilpres…,poppies land,bie_menk
23,23,1675103726179352576,2023-07-01 11:27:04,"Untuk sementara elektabilitas tertinggi masih Prabowo Subianto
disusul Ganjar lalu Anies.
@Kemhan_RI @prabowo https://t.co/kMVZGelhjI",,TLPS08
24,24,1675103033708126208,2023-07-01 11:24:19,"Gibran Rakabuming Raka dikenal dekat dengan Prabowo Subianto. Apalagi jelang Pilpres 2024 ini. Namun, Wali Kota Sol… https://t.co/sgGWYZjEk0","Jakarta Selatan, DKI Jakarta",heraldindo
25,25,1675102541330399232,2023-07-01 11:22:22,"RT @VIVAcoid: Ketua Umum Partai Gerindra, yang juga bakal Capres 2024, Prabowo Subianto, menyebut kalau Presiden Joko Widodo sebagai guru p…",,arldaaptri
26,26,1675101460818952196,2023-07-01 11:18:04,Ini Alasan Mantan Tim Mawar Masuk KEMENHAN di Bawah Pimpinan Prabowo Subianto. - Kabar Inspirasi Jabar - Kabar Insp… https://t.co/Smoixnq96b,,UnameOne
27,27,1675100816473206784,2023-07-01 11:15:31,"RT @__AnakKolong: THE GAMERS 
| Scorpion General | 

1. Jenderal Wiranto • Menhankam/ Pangab

2. Letjen Prabowo Subianto Pangkostrad

3. Ma…",,echi_ku
28,28,1675099444008865794,2023-07-01 11:10:03,"RT @VIVAcoid: Prabowo Subianto Bakal Lanjutkan Kebijakan Hilirisasi Jokowi, Ini Alasannya https://t.co/6luBVx9334",,Anang_ssanto
29,29,1675098231179722752,2023-07-01 11:05:14,"dan harapannya daging kurban ini bisa bermanfaat bagi masyarakat atau penerima,” pungkasnya.
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
30,30,1675098227954323456,2023-07-01 11:05:14,"Setiap tahun kita rutin untuk berbagai hewan kurban,
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
31,31,1675098225022500864,2023-07-01 11:05:13,"yang dilakukan setiap tahun untuk berbagai pada masyarakat.
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
32,32,1675098222036160512,2023-07-01 11:05:12,"Dimana, kegiatan kurban ini menjadi agenda rutin partai
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
33,33,1675098218902982656,2023-07-01 11:05:11,"di sejumlah tempat pada hari raya Idul Adha tahun ini. 
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
34,34,1675098215576915969,2023-07-01 11:05:11,"Lebih lanjut, pengurus Partai Gerindra Tuban juga menyalurkan dan menyembelih hewan kurban
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
35,35,1675098212427001857,2023-07-01 11:05:10,"dan semakin bisa memberikan manfaat buat semua masyarakat,” jelas Lutfi.
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
36,36,1675098209017040896,2023-07-01 11:05:09,"Serta minta doa buat Gerindra supaya semakin maju 
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
37,37,1675098205535764480,2023-07-01 11:05:08,"Kita juga minta doa khususnya buat Bapak Prabowo agar diberikan kemudahan di setiap langkahnya.
SapiyaPrabowo… https://t.co/EonbOmqdq2",,iniakul90403851
38,38,1675098202142556162,2023-07-01 11:05:07,"Termasuk, mendoakan Prabowo sukses jadi presiden.
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
39,39,1675098198304772096,2023-07-01 11:05:06,"mengucapkan terima kasih kepada seluruh jajaran Partai Gerindra
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
40,40,1675098194211139586,2023-07-01 11:05:05,"Selain itu, politisi senior asal Kecamatan Soko itu mengungkapkan bahwa pengasuh Ponpes
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
41,41,1675098189123452928,2023-07-01 11:05:04,"Semua sapi kurban ini telah memenuhi standar kesehatan 
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
42,42,1675098185528909824,2023-07-01 11:05:03,"dan beliau titip salam karena tidak bisa menyerahkan langsung. 
SapiyaPrabowo
#SapiyaPrabowo
Prabowo Subianto",,iniakul90403851
